assignment_id,submission_id,reviewer_id,assigned_date,review_completed_date,status
A000495,S00213,R040,2023-06-17,2023-06-22,complete
A000496,S00213,R017,2023-06-15,25/06/2023,complete
A000497,S00213,R036,2023-06-17,2023-07-02,complete
A000498,S00214,R030,2024-03-19,2024-04-25,Done
A000499,S00214,R014,2024-03-24,2024-04-10,complete
A000500,S00215,R040,2023-11-14,2023-12-11,complete
A000501,S00215,R047,11/11/2023,2023-11-29,Completed
A000502,S00215,R036,2023-11-14,2023-11-26,complete
A000503,S00216,R040,2023-11-25,15/12/2023,Done
A000504,S00216,R030,2023-11-20,2023-11-28,Done
A000505,S00216,R019,2023-11-21,2023-12-16,Done
A000506,S00217,R036,2023-04-27,2023-05-03,Done
A000507,S00217,R014,2023-04-26,2023-06-02,complete
A000508,S00218,R047,2023-03-30,2023-05-06,Completed
A000509,S00218,R040,2023-03-31,2023-04-21,Done
A000510,S00219,R007,19/10/2023,2023-10-29,Done
A000511,S00219,R019,2023-10-19,2023-10-30,complete
A000512,S00220,R047,30/04/2024,2024-05-10,Completed
A000513,S00220,R004,2024-05-01,2024-05-09,Completed
A000514,S00221,R040,25/12/2023,30/12/2023,Done
A000515,S00221,R017,2023-12-23,2024-01-26,Completed
A000516,S00222,R014,2024-06-02,2024-06-30,Done
A000517,S00222,R036,2024-06-02,2024-06-15,complete
A000518,S00222,R030,2024-06-05,2024-06-23,Done
A000519,S00223,R047,2024-04-14,,In Progress
A000520,S00223,R036,2024-04-13,2024-05-10,Done
A000521,S00224,R004,2024-05-04,2024-06-02,Done
A000522,S00224,R019,2024-05-01,2024-05-20,Completed
A000523,S00225,R017,01/04/2024,12/04/2024,Completed
A000524,S00225,R040,2024-03-31,2024-04-14,Completed
A000525,S00226,R040,2023-12-26,,Pending
A000526,S00226,R019,2023-12-24,,Pending
A000527,S00227,R019,2023-06-17,2023-07-01,Done
A000528,S00227,R014,2023-06-19,05/07/2023,Done
A000529,S00227,R004,2023-06-19,25/06/2023,complete
A000530,S00228,R019,07/09/2024,13/09/2024,Done
A000531,S00228,R007,2024-09-05,2024-09-20,complete
A000532,S00229,R019,2023-11-23,2023-12-13,complete
A000533,S00229,R014,2023-11-24,09/12/2023,complete
A000534,S00229,R040,2023-11-22,2023-12-09,Completed
A000535,S00230,R040,2024-04-02,2024-04-23,Done
A000536,S00230,R030,2024-04-03,2024-04-19,Completed
A000537,S00231,R047,2023-07-20,2023-08-02,Completed
A000538,S00231,R030,19/07/2023,2023-08-18,Done
A000539,S00232,R014,04/09/2023,2023-09-19,Completed
A000540,S00232,R047,2023-08-31,2023-09-15,Completed
A000541,S00232,R019,2023-09-01,2023-09-27,Completed
A000542,S00233,R040,2024-07-20,,In Progress
A000543,S00233,R036,20/07/2024,2024-07-27,Done
A000544,S00233,R014,2024-07-19,2024-08-04,Done
A000545,S00234,R004,2023-12-03,2023-12-27,complete
A000546,S00234,R030,2023-12-02,13/12/2023,complete
A000547,S00235,R004,2023-04-26,2023-05-14,Done
A000548,S00235,R007,04/05/2023,2023-05-11,Done
A000549,S00236,R019,2024-07-14,,Pending
A000550,S00236,R004,2024-07-13,2024-08-13,Done
A000551,S00236,R040,2024-07-14,2024-07-23,complete
A000552,S00237,R047,2023-12-20,2024-01-04,complete
A000553,S00237,R030,22/12/2023,2024-01-02,Done
A000554,S00237,R014,2023-12-20,2024-01-08,Completed
A000555,S00238,R030,2024-01-29,2024-02-12,Completed
A000556,S00238,R036,01/02/2024,2024-02-12,complete
A000557,S00238,R007,2024-02-02,2024-02-11,Done
A000558,S00239,R004,2023-01-12,2023-02-08,complete
A000559,S00239,R007,2023-01-06,2023-01-21,Completed
A000560,S00240,R014,2024-05-05,2024-05-14,Completed
A000561,S00240,R017,2024-05-06,2024-05-24,Done
A000562,S00240,R007,2024-05-01,2024-05-22,Done
A000563,S00241,R019,2024-06-11,2024-07-12,Done
A000564,S00241,R004,2024-06-13,08/07/2024,Completed
A000565,S00242,R014,2024-07-07,2024-07-23,Done
A000566,S00242,R004,2024-07-05,2024-07-19,Completed
A000567,S00242,R040,2024-07-08,2024-07-14,complete
A000568,S00243,R036,2023-09-18,2023-10-11,complete
A000569,S00243,R030,2023-09-17,2023-10-07,Completed
A000570,S00244,R040,2024-06-12,2024-07-16,Done
A000571,S00244,R047,2024-06-14,2024-07-07,complete
A000572,S00245,R030,2023-11-26,,pending
A000573,S00245,R036,2023-11-29,,In Progress
A000574,S00245,R014,2023-11-28,2023-12-03,Done
A000575,S00246,R036,2023-11-07,2023-11-13,complete
A000576,S00246,R040,2023-11-02,2023-11-22,Completed
A000577,S00247,R036,2024-08-15,,pending
A000578,S00247,R040,2024-08-21,,In Progress
A000579,S00247,R030,2024-08-19,2024-08-24,Done
A000580,S00248,R036,2024-09-23,2024-10-01,Done
A000581,S00248,R040,2024-09-24,2024-10-08,Completed
A000582,S00248,R017,2024-09-25,2024-10-20,Done
A000583,S00249,R017,2023-03-05,2023-04-01,Done
A000584,S00249,R019,2023-03-03,11/03/2023,complete
A000585,S00249,R007,2023-03-08,2023-03-29,Completed
A000586,S00250,R007,2023-04-12,2023-04-21,complete
A000587,S00250,R017,2023-04-20,01/05/2023,Completed
A000588,S00251,R017,2023-04-02,2023-04-17,complete
A000589,S00251,R019,2023-03-30,2023-04-23,Done
A000590,S00252,R040,2023-03-26,2023-04-26,complete
A000591,S00252,R019,2023-03-28,2023-04-22,Completed
A000592,S00253,R047,04/06/2023,2023-07-16,complete
A000593,S00253,R036,09/06/2023,2023-07-08,complete
A000594,S00253,R040,2023-06-07,22/06/2023,complete
A000595,S00254,R030,25/06/2024,2024-08-04,Completed
A000596,S00254,R040,2024-06-30,2024-08-05,complete
A000597,S00254,R017,2024-06-30,2024-08-08,Done
A000598,S00255,R014,2023-11-12,2023-11-21,complete
A000599,S00255,R007,2023-11-11,2023-11-28,Done
A000600,S00256,R040,2023-11-22,2024-01-06,Done
A000601,S00256,R047,22/11/2023,2023-12-02,Completed
A000602,S00257,R007,2024-06-24,2024-07-29,complete
A000603,S00257,R014,2024-06-24,2024-07-02,Completed
A000604,S00258,R004,2024-04-04,2024-04-23,complete
A000605,S00258,R030,2024-03-30,2024-04-20,Done
A000606,S00259,R047,2023-01-10,2023-02-16,Completed
A000607,S00259,R019,2023-01-06,16/02/2023,Done
A000608,S00259,R004,2023-01-09,2023-01-31,Done
A000609,S00260,R047,2023-01-20,2023-01-27,complete
A000610,S00260,R030,2023-01-20,2023-02-13,Completed
A000611,S00260,R017,2023-01-19,2023-02-15,Completed
A000612,S00261,R030,2023-10-12,2023-10-29,Completed
A000613,S00261,R017,2023-10-15,04/11/2023,Done
A000614,S00262,R040,2023-05-09,18/05/2023,Completed
A000615,S00262,R036,2023-05-12,2023-05-27,Done
A000616,S00262,R017,2023-05-10,2023-05-26,complete
A000617,S00263,R040,2024-06-11,2024-06-23,Done
A000618,S00263,R007,2024-06-09,28/06/2024,Done
A000619,S00264,R019,2023-10-07,2023-10-16,Done
A000620,S00264,R014,2023-10-05,2023-10-12,Done
A000621,S00265,R047,2023-06-25,2023-07-18,Done
A000622,S00265,R030,2023-06-30,2023-07-19,Done
A000623,S00266,R014,2023-07-13,2023-07-26,complete
A000624,S00266,R004,2023-07-16,2023-07-24,complete
A000625,S00267,R030,2023-12-19,2023-12-24,complete
A000626,S00267,R040,19/12/2023,2023-12-24,complete
A000627,S00267,R014,2023-12-19,,In Progress
A000628,S00268,R036,20/11/2023,2023-12-19,Completed
A000629,S00268,R047,2023-11-17,2023-12-08,complete
A000630,S00269,R014,11/03/2024,2024-04-02,Completed
A000631,S00269,R004,2024-03-13,2024-03-20,complete
A000632,S00269,R047,2024-03-08,11/04/2024,Completed
A000633,S00270,R014,2023-09-04,2023-09-13,Done
A000634,S00270,R019,2023-09-06,2023-10-06,Completed
A000635,S00271,R017,2023-04-09,2023-05-06,Done
A000636,S00271,R036,2023-04-01,2023-05-05,Done
A000637,S00272,R047,2023-01-08,2023-01-16,complete
A000638,S00272,R017,2023-01-12,2023-02-04,Done
A000639,S00273,R019,2023-12-28,2024-01-05,complete
A000640,S00273,R036,2023-12-28,2024-01-14,Done
A000641,S00273,R017,2024-01-03,2024-01-11,Done
A000642,S00274,R030,2023-09-02,2023-09-12,Done
A000643,S00274,R017,2023-09-02,2023-09-25,Completed
A000644,S00275,R007,2024-08-19,2024-09-09,complete
A000645,S00275,R040,23/08/2024,2024-09-09,Done
A000646,S00275,R017,2024-08-21,2024-09-05,Done
A000647,S00276,R036,2024-03-01,2024-03-27,Completed
A000648,S00276,R014,2024-03-05,2024-03-28,Done
A000649,S00276,R047,2024-03-04,2024-03-19,complete
A000650,S00277,R004,2023-07-20,2023-08-05,Done
A000651,S00277,R030,2023-07-20,2023-08-01,complete
A000652,S00278,R036,2024-10-02,2024-10-09,Completed
A000653,S00278,R047,2024-10-10,2024-10-18,complete
A000654,S00279,R004,2024-09-29,2024-10-12,complete
A000655,S00279,R017,2024-09-29,2024-10-07,complete
A000656,S00279,R007,2024-09-30,2024-10-09,Done
A000657,S00280,R007,2024-06-08,23/06/2024,complete
A000658,S00280,R004,2024-06-07,2024-06-19,Done
A000659,S00280,R019,2024-06-09,06/07/2024,Done
A000660,S00281,R036,2024-08-03,2024-08-17,Done
A000661,S00281,R019,2024-08-03,2024-08-18,complete
A000662,S00281,R040,2024-08-02,2024-08-28,Done
A000663,S00282,R030,2024-06-08,16/06/2024,Done
A000664,S00282,R007,2024-06-07,2024-06-12,Completed
A000665,S00282,R047,2024-06-03,,In Progress
A000666,S00283,R030,2024-03-25,2024-04-18,Done
A000667,S00283,R047,20/03/2024,2024-04-16,Done
A000668,S00284,R040,2024-08-09,2024-08-22,Done
A000669,S00284,R004,2024-08-10,2024-08-27,complete
A000670,S00285,R007,2024-04-29,2024-06-06,Completed
A000671,S00285,R047,2024-04-26,2024-05-12,Completed
A000672,S00286,R036,08/06/2023,2023-06-17,complete
A000673,S00286,R014,2023-06-12,2023-06-22,Done
A000674,S00287,R019,2023-10-26,2023-11-12,Completed
A000675,S00287,R014,30/10/2023,10/11/2023,Done
A000676,S00287,R047,2023-10-30,2023-11-15,complete
A000677,S00288,R036,2024-08-14,2024-09-06,complete
A000678,S00288,R019,2024-08-13,2024-08-22,Done
A000679,S00288,R047,2024-08-17,2024-09-08,Completed
A000680,S00289,R036,2024-09-10,2024-10-03,Done
A000681,S00289,R047,2024-09-05,2024-10-11,Done
A000682,S00289,R014,2024-09-03,2024-09-08,Done
A000683,S00290,R007,2023-07-19,2023-08-16,Done
A000684,S00290,R014,2023-07-13,2023-07-30,Completed
A000685,S00291,R004,2024-06-18,2024-07-18,complete
A000686,S00291,R040,2024-06-22,2024-07-25,Completed
A000687,S00292,R040,2023-11-21,19/12/2023,Completed
A000688,S00292,R014,2023-11-29,2023-12-07,complete
A000689,S00293,R040,2024-09-02,2024-09-21,Done
A000690,S00293,R019,2024-08-28,2024-09-24,Done
A000691,S00294,R030,2023-11-20,2023-11-27,Done
A000692,S00294,R036,17/11/2023,,pending
A000693,S00295,R040,2023-08-29,2023-09-16,Completed
A000694,S00295,R017,2023-08-23,2023-08-28,complete
A000695,S00296,R004,2024-10-01,2024-10-06,Done
A000696,S00296,R036,03/10/2024,2024-10-21,Completed
A000697,S00297,R014,2024-09-15,2024-09-23,Completed
A000698,S00297,R030,2024-09-19,2024-09-27,complete
A000699,S00297,R019,2024-09-21,2024-10-09,Completed
A000700,S00298,R012,2024-08-17,2024-09-17,complete
A000701,S00298,R032,2024-08-21,2024-09-24,complete
A000702,S00299,R029,2024-07-19,2024-07-26,complete
A000703,S00299,R034,2024-07-19,2024-07-25,Completed
A000704,S00300,R029,2023-07-18,2023-08-09,Completed
A000705,S00300,R034,2023-07-19,2023-08-02,complete
A000706,S00301,R029,2023-02-14,2023-02-20,Done
A000707,S00301,R032,2023-02-15,2023-02-25,complete
A000708,S00302,R022,2023-02-18,2023-03-17,Done
A000709,S00302,R012,2023-02-17,2023-03-17,Done
A000710,S00303,R001,2023-12-10,2023-12-15,complete
A000711,S00303,R009,2023-12-02,2024-01-17,Completed
A000712,S00303,R012,2023-12-10,30/12/2023,Completed
A000713,S00304,R029,20/05/2023,2023-06-08,Completed
A000714,S00304,R032,2023-05-18,2023-06-07,complete
A000715,S00305,R001,2024-10-08,2024-10-15,Completed
A000716,S00305,R009,2024-10-04,2024-10-17,Done
A000717,S00306,R032,2024-02-21,2024-03-15,complete
A000718,S00306,R022,2024-02-20,2024-04-06,complete
A000719,S00307,R029,2024-02-26,2024-03-15,complete
A000720,S00307,R042,2024-02-25,2024-03-11,Done
A000721,S00308,R009,2023-07-15,17/08/2023,Done
A000722,S00308,R001,2023-07-11,2023-08-15,Completed
A000723,S00309,R001,2024-04-12,13/05/2024,Done
A000724,S00309,R029,2024-04-12,2024-05-17,Completed
A000725,S00309,R034,2024-04-18,2024-05-16,Completed
A000726,S00310,R009,2023-12-05,17/12/2023,Done
A000727,S00310,R029,2023-12-06,2023-12-22,Completed
A000728,S00311,R012,2024-01-03,2024-02-10,complete
A000729,S00311,R032,2024-01-05,2024-01-12,Completed
A000730,S00312,R042,30/05/2023,2023-06-29,complete
A000731,S00312,R022,2023-05-31,2023-07-03,complete
A000732,S00313,R029,2023-12-02,2024-01-01,complete
A000733,S00313,R009,06/12/2023,2024-01-02,Completed
A000734,S00314,R034,2023-06-20,30/06/2023,Done
A000735,S00314,R012,22/06/2023,2023-06-30,Completed
A000736,S00315,R012,2023-09-28,2023-10-12,complete
A000737,S00315,R029,28/09/2023,2023-10-20,complete
A000738,S00316,R012,2023-03-04,2023-03-10,Done
A000739,S00316,R009,2023-03-04,26/03/2023,Done
A000740,S00316,R042,2023-03-04,2023-03-19,complete
A000741,S00317,R022,2023-01-23,2023-02-01,Done
A000742,S00317,R034,2023-01-21,2023-02-10,Completed
A000743,S00317,R029,2023-01-24,2023-02-20,complete
A000744,S00318,R022,2024-07-07,,pending
A000745,S00318,R034,2024-07-07,19/08/2024,Completed
A000746,S00319,R001,2023-09-15,2023-09-21,Done
A000747,S00319,R042,2023-09-14,2023-10-26,Done
A000748,S00319,R022,2023-09-17,2023-10-15,Completed
A000749,S00320,R009,27/01/2023,2023-03-04,Completed
A000750,S00320,R022,2023-01-25,2023-02-22,complete
A000751,S00321,R034,2024-08-21,2024-09-04,Completed
A000752,S00321,R009,2024-08-20,2024-10-23,Done
A000753,S00321,R012,2024-08-20,05/09/2024,Done
A000754,S00322,R009,2023-09-03,2023-10-13,complete
A000755,S00322,R001,02/09/2023,2023-10-19,Completed
A000756,S00322,R022,02/09/2023,2023-09-28,Done
A000757,S00323,R009,2023-08-29,2023-09-12,Done
A000758,S00323,R001,2023-08-27,2023-10-12,complete
A000759,S00324,R001,2024-09-14,2024-10-25,Done
A000760,S00324,R012,2024-09-12,2024-10-31,Done
A000761,S00324,R022,2024-09-09,2024-10-16,complete
A000762,S00325,R029,2024-03-08,,pending
A000763,S00325,R012,2024-03-03,2024-03-11,Done
A000764,S00326,R009,2024-07-18,2024-08-02,Done
A000765,S00326,R029,2024-07-13,2024-08-16,Done
A000766,S00327,R029,2024-06-03,2024-06-13,Completed
A000767,S00327,R012,2024-06-03,2024-07-14,Done
A000768,S00327,R042,2024-06-01,2024-06-22,complete
A000769,S00328,R034,2023-07-24,2023-08-17,Completed
A000770,S00328,R029,2023-07-25,2023-08-16,Completed
A000771,S00329,R012,2023-11-08,2023-11-24,Completed
A000772,S00329,R029,2023-11-08,23/11/2023,Done
A000773,S00329,R034,10/11/2023,29/11/2023,Completed
A000774,S00330,R012,2023-04-21,2023-05-07,Done
A000775,S00330,R001,2023-04-20,08/05/2023,complete
A000776,S00331,R009,2023-08-07,2023-08-12,Completed
A000777,S00331,R012,2023-08-07,12/08/2023,Done
A000778,S00332,R012,2024-01-08,2024-01-26,Completed
A000779,S00332,R032,2024-01-05,2024-02-15,complete
A000780,S00333,R042,2024-01-26,2024-02-22,Completed
A000781,S00333,R009,2024-01-27,2024-02-18,Done
A000782,S00334,R042,2023-06-06,2023-07-11,complete
A000783,S00334,R001,2023-06-03,2023-06-13,complete
A000784,S00335,R029,17/08/2024,2024-08-23,Done
A000785,S00335,R001,2024-08-19,25/09/2024,complete
A000786,S00336,R012,2023-03-27,2023-04-09,Done
A000787,S00336,R022,2023-03-28,2023-04-21,complete
A000788,S00337,R034,2024-09-02,2024-10-25,complete
A000789,S00337,R042,2024-08-28,2024-09-06,complete
A000790,S00338,R032,2023-10-17,2023-11-20,Completed
A000791,S00338,R009,2023-10-21,2023-11-16,Completed
A000792,S00339,R032,2023-06-05,11/06/2023,Completed
A000793,S00339,R012,2023-06-05,2023-06-11,complete
A000794,S00339,R034,2023-06-02,2023-06-10,Completed
A000795,S00340,R001,29/07/2024,2024-08-13,Completed
A000796,S00340,R029,2024-07-29,2024-08-15,Completed
A000797,S00341,R009,2024-09-20,2024-10-04,Done
A000798,S00341,R032,2024-09-20,2024-09-28,Done
A000799,S00341,R012,2024-09-12,2024-09-27,complete
A000800,S00342,R029,2023-11-08,2023-11-28,complete
A000801,S00342,R032,2023-11-11,13/12/2023,Done
A000802,S00343,R022,2023-10-16,2023-11-23,complete
A000803,S00343,R009,2023-10-15,2023-11-22,Completed
A000804,S00343,R032,2023-10-17,2023-11-23,Done
A000805,S00344,R009,2023-04-09,2023-05-04,Completed
A000806,S00344,R042,2023-04-15,2023-04-20,complete
A000807,S00345,R001,2023-11-02,2023-12-02,complete
A000808,S00345,R012,2023-11-05,2023-11-29,Completed
A000809,S00345,R042,2023-10-29,2023-11-21,complete
A000810,S00346,R009,2024-06-19,2024-07-09,complete
A000811,S00346,R012,2024-06-21,,In Progress
A000812,S00347,R001,2023-05-07,2023-05-20,Completed
A000813,S00347,R042,2023-05-08,2023-06-24,Completed
A000814,S00348,R022,2023-07-07,2023-07-15,Completed
A000815,S00348,R012,2023-07-10,2023-07-27,complete
A000816,S00349,R022,2024-04-01,2024-04-26,complete
A000817,S00349,R029,2024-03-30,2024-04-06,Completed
A000818,S00349,R032,2024-03-28,2024-04-25,complete
A000819,S00350,R012,29/09/2023,2023-10-12,complete
A000820,S00350,R042,2023-09-29,27/10/2023,complete
A000821,S00350,R022,22/09/2023,2023-10-24,complete
A000822,S00351,R042,2023-11-14,2023-12-27,Done
A000823,S00351,R029,2023-11-20,2023-11-30,Done
A000824,S00351,R012,2023-11-20,2024-01-07,Done
A000825,S00352,R032,2023-03-22,2023-04-15,Done
A000826,S00352,R012,24/03/2023,2023-04-23,Completed
A000827,S00353,R042,2023-09-14,2023-10-06,complete
A000828,S00353,R022,2023-09-13,2023-10-13,Done
A000829,S00354,R009,2023-06-21,2023-06-26,Completed
A000830,S00354,R034,2023-06-24,21/07/2023,Done
A000831,S00355,R042,2023-03-01,2023-04-11,Completed
A000832,S00355,R001,2023-02-28,2023-03-07,Done
A000833,S00356,R001,2024-03-16,2024-04-23,complete
A000834,S00356,R032,2024-03-12,2024-04-20,complete
A000835,S00357,R032,2023-03-31,2023-04-17,complete
A000836,S00357,R009,29/03/2023,2023-04-20,complete
A000837,S00358,R009,2024-10-04,2024-10-19,Done
A000838,S00358,R042,2024-10-05,2024-11-11,complete
A000839,S00359,R029,2024-05-01,2024-05-07,Done
A000840,S00359,R032,2024-05-05,,pending
A000841,S00359,R012,2024-05-01,2024-05-31,Completed
A000842,S00360,R012,2024-06-25,2024-07-26,Completed
A000843,S00360,R034,2024-06-25,2024-07-14,Done
A000844,S00361,R001,2023-05-21,2023-06-18,complete
A000845,S00361,R022,2023-05-21,2023-05-28,Completed
A000846,S00361,R029,2023-05-26,2023-06-12,Done
A000847,S00362,R012,2024-07-22,2024-08-13,complete
A000848,S00362,R009,2024-07-23,2024-08-16,Done
A000849,S00362,R042,2024-07-25,2024-08-03,complete
A000850,S00363,R034,2023-04-28,2023-05-21,Completed
A000851,S00363,R001,2023-05-02,2023-05-26,Completed
A000852,S00364,R009,2023-10-22,2023-11-07,complete
A000853,S00364,R042,2023-10-26,2023-11-27,complete
A000854,S00365,R022,2023-08-09,2023-10-02,Done
A000855,S00365,R042,2023-08-04,2023-09-13,complete
A000856,S00366,R029,2024-09-18,2024-10-31,Completed
A000857,S00366,R012,2024-09-15,2024-10-28,Done
A000858,S00367,R034,2023-07-27,14/08/2023,complete
A000859,S00367,R022,2023-07-27,2023-08-14,Done
A000860,S00368,R022,2023-07-05,2023-07-15,complete
A000861,S00368,R012,2023-07-03,2023-07-30,complete
A000862,S00368,R034,2023-07-01,2023-08-12,complete
A000863,S00369,R009,2024-08-02,2024-08-10,Completed
A000864,S00369,R012,2024-07-30,2024-08-10,complete
A000865,S00370,R012,2024-08-22,2024-09-17,Completed
A000866,S00370,R034,2024-08-23,2024-08-30,Completed
A000867,S00370,R001,2024-08-23,30/09/2024,Completed
A000868,S00371,R029,2024-04-15,2024-06-06,Done
A000869,S00371,R009,2024-04-14,2024-05-14,Done
A000870,S00372,R029,2023-07-11,2023-08-22,Done
A000871,S00372,R012,2023-07-15,2023-08-24,complete
A000872,S00372,R022,2023-07-14,2023-07-30,Completed
A000873,S00373,R001,2024-07-02,2024-07-28,Completed
A000874,S00373,R032,2024-06-29,2024-07-13,Completed
A000875,S00374,R001,2024-02-18,,In Progress
A000876,S00374,R032,24/02/2024,2024-03-19,complete
A000877,S00375,R029,2024-09-02,16/09/2024,complete
A000878,S00375,R042,2024-09-05,2024-10-01,complete
A000879,S00376,R001,2023-08-17,2023-09-03,Completed
A000880,S00376,R029,2023-08-14,2023-08-26,Done
A000881,S00377,R032,2024-07-25,2024-09-19,Done
A000882,S00377,R029,2024-07-29,2024-08-12,Done
A000883,S00378,R032,02/02/2023,2023-03-12,Done
A000884,S00378,R034,2023-02-06,2023-02-14,Done
A000885,S00379,R042,2024-01-27,2024-02-17,Done
A000886,S00379,R032,02/02/2024,2024-03-18,complete
A000887,S00380,R009,2024-09-21,2024-11-01,complete
A000888,S00380,R029,2024-09-27,2024-10-21,Done
